query_index,query_id,query_camera,top1_index,top1_id,top1_camera,top1_score,top1_correct,ap
230,Hospital_000__Person_0015,Camera_27,217,Hospital_000__Person_0015,Camera_08,0.9724248647689819,1,0.906814175129683
231,Hospital_000__Person_0015,Camera_28,226,Hospital_000__Person_0015,Camera_23,0.9589018225669861,1,0.905791592672781
232,Hospital_000__Person_0015,Camera_29,220,Hospital_000__Person_0015,Camera_16,0.9385349154472351,1,0.9578241430700445
233,Hospital_000__Person_0015,Camera_31,211,Hospital_000__Person_0015,Camera,0.9580663442611694,1,0.8863110768500949
234,Hospital_000__Person_0016,Camera_03,242,Hospital_000__Person_0016,Camera_24,0.9437540173530579,1,0.827149470899471
235,Hospital_000__Person_0016,Camera_04,238,Hospital_000__Person_0016,Camera_16,0.9749024510383606,1,1.0
236,Hospital_000__Person_0016,Camera_07,244,Hospital_000__Person_0016,Camera_28,0.9809070825576782,1,1.0
237,Hospital_000__Person_0016,Camera_10,246,Hospital_000__Person_0016,Camera_30,0.9544336795806885,1,0.9398864809081527
238,Hospital_000__Person_0016,Camera_16,235,Hospital_000__Person_0016,Camera_04,0.9749024510383606,1,1.0
239,Hospital_000__Person_0016,Camera_19,244,Hospital_000__Person_0016,Camera_28,0.9814143776893616,1,0.9935897435897435
240,Hospital_000__Person_0016,Camera_21,236,Hospital_000__Person_0016,Camera_07,0.9725978374481201,1,1.0
241,Hospital_000__Person_0016,Camera_23,240,Hospital_000__Person_0016,Camera_21,0.9672973155975342,1,0.9811507936507937
242,Hospital_000__Person_0016,Camera_24,234,Hospital_000__Person_0016,Camera_03,0.9437540173530579,1,0.7543276850505767
243,Hospital_000__Person_0016,Camera_25,237,Hospital_000__Person_0016,Camera_10,0.9107863903045654,1,0.8933006535947713
244,Hospital_000__Person_0016,Camera_28,239,Hospital_000__Person_0016,Camera_19,0.9814143776893616,1,1.0
245,Hospital_000__Person_0016,Camera_29,246,Hospital_000__Person_0016,Camera_30,0.9832399487495422,1,1.0
246,Hospital_000__Person_0016,Camera_30,245,Hospital_000__Person_0016,Camera_29,0.9832399487495422,1,0.9866452991452991
247,Hospital_000__Person_0017,Camera_03,253,Hospital_000__Person_0017,Camera_24,0.9777033925056458,1,0.9833333333333333
248,Hospital_000__Person_0017,Camera_04,252,Hospital_000__Person_0017,Camera_23,0.9649634957313538,1,1.0
249,Hospital_000__Person_0017,Camera_10,257,Hospital_000__Person_0017,Camera_30,0.9635852575302124,1,0.5031175412135164
250,Hospital_000__Person_0017,Camera_16,251,Hospital_000__Person_0017,Camera_21,0.9884511828422546,1,0.9484848484848484
251,Hospital_000__Person_0017,Camera_21,252,Hospital_000__Person_0017,Camera_23,0.988659679889679,1,0.9833333333333333
252,Hospital_000__Person_0017,Camera_23,251,Hospital_000__Person_0017,Camera_21,0.988659679889679,1,0.9999999999999999
253,Hospital_000__Person_0017,Camera_24,247,Hospital_000__Person_0017,Camera_03,0.9777033925056458,1,0.9669230769230769
254,Hospital_000__Person_0017,Camera_25,257,Hospital_000__Person_0017,Camera_30,0.9797040820121765,1,0.8927579365079364
255,Hospital_000__Person_0017,Camera_28,253,Hospital_000__Person_0017,Camera_24,0.9728351831436157,1,0.9909090909090909
256,Hospital_000__Person_0017,Camera_29,254,Hospital_000__Person_0017,Camera_25,0.9663044214248657,1,0.9809090909090908
257,Hospital_000__Person_0017,Camera_30,254,Hospital_000__Person_0017,Camera_25,0.9797040820121765,1,0.7885704646230962
258,Hospital_000__Person_0018,Camera,262,Hospital_000__Person_0018,Camera_05,0.9554836750030518,1,0.5071830267206752
259,Hospital_000__Person_0018,Camera_01,1469,Warehouse_016__Person_0350,Camera_07,0.8594089150428772,0,0.36098312568587615
260,Hospital_000__Person_0018,Camera_03,270,Hospital_000__Person_0018,Camera_24,0.989987850189209,1,0.7924741493148673
261,Hospital_000__Person_0018,Camera_04,269,Hospital_000__Person_0018,Camera_23,0.8727906346321106,1,0.631163324229273
262,Hospital_000__Person_0018,Camera_05,258,Hospital_000__Person_0018,Camera,0.9554836750030518,1,0.6477828402061139
263,Hospital_000__Person_0018,Camera_06,260,Hospital_000__Person_0018,Camera_03,0.9619634747505188,1,0.8335822985494038
264,Hospital_000__Person_0018,Camera_08,267,Hospital_000__Person_0018,Camera_20,0.9609584212303162,1,0.6559559486673457
265,Hospital_000__Person_0018,Camera_09,268,Hospital_000__Person_0018,Camera_22,0.9906964302062988,1,0.7102140819710477
266,Hospital_000__Person_0018,Camera_19,595,Lab_000__Person_0002,Camera_0002,0.6767481565475464,0,0.1878159135729221
267,Hospital_000__Person_0018,Camera_20,270,Hospital_000__Person_0018,Camera_24,0.9638255834579468,1,0.6476188709596218
268,Hospital_000__Person_0018,Camera_22,265,Hospital_000__Person_0018,Camera_09,0.9906964302062988,1,0.7313534055464286
269,Hospital_000__Person_0018,Camera_23,258,Hospital_000__Person_0018,Camera,0.9260709285736084,1,0.5450747106066
270,Hospital_000__Person_0018,Camera_24,260,Hospital_000__Person_0018,Camera_03,0.989987850189209,1,0.7932473323777671
271,Hospital_000__Person_0018,Camera_25,259,Hospital_000__Person_0018,Camera_01,0.8420632481575012,1,0.22801826160316802
272,Hospital_000__Person_0018,Camera_26,268,Hospital_000__Person_0018,Camera_22,0.9849397540092468,1,0.7644983240331706
273,Hospital_000__Person_0018,Camera_27,264,Hospital_000__Person_0018,Camera_08,0.9420055150985718,1,0.8312941578970192
274,Hospital_000__Person_0018,Camera_31,272,Hospital_000__Person_0018,Camera_26,0.9771547317504883,1,0.7584537998014134
275,Hospital_000__Person_0019,Camera,283,Hospital_000__Person_0019,Camera_20,0.9727182388305664,1,0.9505747126436781
276,Hospital_000__Person_0019,Camera_03,286,Hospital_000__Person_0019,Camera_24,0.9933648705482483,1,0.918782423538521
277,Hospital_000__Person_0019,Camera_04,289,Hospital_000__Person_0019,Camera_27,0.8895975947380066,1,0.9645833333333333
278,Hospital_000__Person_0019,Camera_05,284,Hospital_000__Person_0019,Camera_22,0.9836517572402954,1,0.952027027027027
279,Hospital_000__Person_0019,Camera_06,281,Hospital_000__Person_0019,Camera_09,0.9936261773109436,1,0.9541666666666666
280,Hospital_000__Person_0019,Camera_08,289,Hospital_000__Person_0019,Camera_27,0.974280834197998,1,0.9505747126436781
281,Hospital_000__Person_0019,Camera_09,279,Hospital_000__Person_0019,Camera_06,0.9936261773109436,1,0.9419491525423729
282,Hospital_000__Person_0019,Camera_19,290,Hospital_000__Person_0019,Camera_31,0.8401879668235779,1,0.8808155464601021
283,Hospital_000__Person_0019,Camera_20,275,Hospital_000__Person_0019,Camera,0.9727182388305664,1,0.9445138888888889
284,Hospital_000__Person_0019,Camera_22,281,Hospital_000__Person_0019,Camera_09,0.9927864670753479,1,0.9301500563795644
285,Hospital_000__Person_0019,Camera_23,275,Hospital_000__Person_0019,Camera,0.8649771213531494,1,0.620706955909406
286,Hospital_000__Person_0019,Camera_24,276,Hospital_000__Person_0019,Camera_03,0.9933648705482483,1,0.9433816425120772
287,Hospital_000__Person_0019,Camera_25,110,Hospital_000__Person_0007,Camera_31,0.6549155116081238,0,0.12257113421095023
288,Hospital_000__Person_0019,Camera_26,284,Hospital_000__Person_0019,Camera_22,0.9885262250900269,1,0.9115864527629234
289,Hospital_000__Person_0019,Camera_27,280,Hospital_000__Person_0019,Camera_08,0.974280834197998,1,0.9541666666666666
290,Hospital_000__Person_0019,Camera_31,288,Hospital_000__Person_0019,Camera_26,0.9832635521888733,1,0.9285714285714286
291,Hospital_000__Person_0020,Camera,292,Hospital_000__Person_0020,Camera_01,0.9863085746765137,1,1.0
292,Hospital_000__Person_0020,Camera_01,291,Hospital_000__Person_0020,Camera,0.9863085746765137,1,1.0
293,Hospital_000__Person_0020,Camera_03,298,Hospital_000__Person_0020,Camera_09,0.9740551710128784,1,1.0
294,Hospital_000__Person_0020,Camera_04,291,Hospital_000__Person_0020,Camera,0.8695897459983826,1,1.0
295,Hospital_000__Person_0020,Camera_05,301,Hospital_000__Person_0020,Camera_22,0.9730340838432312,1,1.0
296,Hospital_000__Person_0020,Camera_06,301,Hospital_000__Person_0020,Camera_22,0.984898030757904,1,1.0
297,Hospital_000__Person_0020,Camera_08,305,Hospital_000__Person_0020,Camera_27,0.9818408489227295,1,1.0
298,Hospital_000__Person_0020,Camera_09,296,Hospital_000__Person_0020,Camera_06,0.9770862460136414,1,1.0
299,Hospital_000__Person_0020,Camera_19,303,Hospital_000__Person_0020,Camera_24,0.9786511659622192,1,1.0
300,Hospital_000__Person_0020,Camera_20,296,Hospital_000__Person_0020,Camera_06,0.9758484363555908,1,1.0
301,Hospital_000__Person_0020,Camera_22,303,Hospital_000__Person_0020,Camera_24,0.9911807775497437,1,1.0
302,Hospital_000__Person_0020,Camera_23,292,Hospital_000__Person_0020,Camera_01,0.9350353479385376,1,1.0
303,Hospital_000__Person_0020,Camera_24,301,Hospital_000__Person_0020,Camera_22,0.9911807775497437,1,1.0
304,Hospital_000__Person_0020,Camera_26,301,Hospital_000__Person_0020,Camera_22,0.9885669350624084,1,1.0
305,Hospital_000__Person_0020,Camera_27,297,Hospital_000__Person_0020,Camera_08,0.9818408489227295,1,1.0
306,Hospital_000__Person_0020,Camera_31,296,Hospital_000__Person_0020,Camera_06,0.9847996234893799,1,1.0
307,Hospital_000__Person_0021,Camera,316,Hospital_000__Person_0021,Camera_23,0.896793782711029,1,0.6951065224062355
308,Hospital_000__Person_0021,Camera_03,313,Hospital_000__Person_0021,Camera_09,0.9830171465873718,1,0.6810239102504676
309,Hospital_000__Person_0021,Camera_04,142,Hospital_000__Person_0009,Camera_27,0.931606650352478,0,0.014576233034729227
310,Hospital_000__Person_0021,Camera_05,307,Hospital_000__Person_0021,Camera,0.8545105457305908,1,0.7525395211638697
311,Hospital_000__Person_0021,Camera_06,317,Hospital_000__Person_0021,Camera_24,0.9720553159713745,1,0.8855277872645331
312,Hospital_000__Person_0021,Camera_08,319,Hospital_000__Person_0021,Camera_27,0.9004338979721069,1,0.777981359557741
313,Hospital_000__Person_0021,Camera_09,308,Hospital_000__Person_0021,Camera_03,0.9830171465873718,1,0.711004978621047
314,Hospital_000__Person_0021,Camera_20,317,Hospital_000__Person_0021,Camera_24,0.8914056420326233,1,0.8596226722627438
315,Hospital_000__Person_0021,Camera_22,318,Hospital_000__Person_0021,Camera_26,0.982343316078186,1,0.8217478013130186
316,Hospital_000__Person_0021,Camera_23,307,Hospital_000__Person_0021,Camera,0.896793782711029,1,0.1956259038430044
317,Hospital_000__Person_0021,Camera_24,315,Hospital_000__Person_0021,Camera_22,0.9733389019966125,1,0.8368883258724139
318,Hospital_000__Person_0021,Camera_26,315,Hospital_000__Person_0021,Camera_22,0.982343316078186,1,0.7972290949978575
319,Hospital_000__Person_0021,Camera_27,313,Hospital_000__Person_0021,Camera_09,0.9033377170562744,1,0.7612388415138727
320,Hospital_000__Person_0021,Camera_31,516,Hospital_000__Person_0035,Camera_26,0.6479682922363281,0,0.11301627463326387
321,Hospital_000__Person_0022,Camera,325,Hospital_000__Person_0022,Camera_06,0.9742698073387146,1,0.8394164593812933
322,Hospital_000__Person_0022,Camera_01,1493,Warehouse_016__Person_0625,Camera_09,0.9719905257225037,0,0.42328391273404065
323,Hospital_000__Person_0022,Camera_03,330,Hospital_000__Person_0022,Camera_24,0.9946104884147644,1,0.864568302068302
324,Hospital_000__Person_0022,Camera_05,327,Hospital_000__Person_0022,Camera_09,0.9933559894561768,1,0.8506249469484763
325,Hospital_000__Person_0022,Camera_06,328,Hospital_000__Person_0022,Camera_20,0.9864041209220886,1,0.8158898770311814
326,Hospital_000__Person_0022,Camera_08,332,Hospital_000__Person_0022,Camera_27,0.8791232109069824,1,0.5751365202658277
327,Hospital_000__Person_0022,Camera_09,324,Hospital_000__Person_0022,Camera_05,0.9933559894561768,1,0.8333347573479154
328,Hospital_000__Person_0022,Camera_20,324,Hospital_000__Person_0022,Camera_05,0.9918045997619629,1,0.8606078904991951
329,Hospital_000__Person_0022,Camera_22,324,Hospital_000__Person_0022,Camera_05,0.9918913841247559,1,0.8581712433257057
330,Hospital_000__Person_0022,Camera_24,323,Hospital_000__Person_0022,Camera_03,0.9946104884147644,1,0.8248184484597528
331,Hospital_000__Person_0022,Camera_26,329,Hospital_000__Person_0022,Camera_22,0.9777191877365112,1,0.8892123878536923
332,Hospital_000__Person_0022,Camera_27,1495,Warehouse_016__Person_0625,Camera_11,0.8835245966911316,0,0.4601062540400776
333,Hospital_000__Person_0022,Camera_31,329,Hospital_000__Person_0022,Camera_22,0.9642696380615234,1,0.8631734006734006
334,Hospital_000__Person_0023,Camera,343,Hospital_000__Person_0023,Camera_20,0.9793216586112976,1,0.950487012987013
335,Hospital_000__Person_0023,Camera_01,334,Hospital_000__Person_0023,Camera,0.9768374562263489,1,0.9511986301369864
336,Hospital_000__Person_0023,Camera_03,341,Hospital_000__Person_0023,Camera_09,0.9870059490203857,1,0.9678030303030303
337,Hospital_000__Person_0023,Camera_04,67,Hospital_000__Person_0004,Camera_19,0.7011024951934814,0,0.372034605613186
338,Hospital_000__Person_0023,Camera_05,341,Hospital_000__Person_0023,Camera_09,0.9933640956878662,1,0.9862253289473684
339,Hospital_000__Person_0023,Camera_06,344,Hospital_000__Person_0023,Camera_22,0.9883150458335876,1,0.9827786377708978
340,Hospital_000__Person_0023,Camera_08,341,Hospital_000__Person_0023,Camera_09,0.9804404973983765,1,0.9930555555555556
341,Hospital_000__Person_0023,Camera_09,344,Hospital_000__Person_0023,Camera_22,0.9939257502555847,1,0.9829545454545454
342,Hospital_000__Person_0023,Camera_19,348,Hospital_000__Person_0023,Camera_26,0.886665940284729,1,0.9492647058823529
343,Hospital_000__Person_0023,Camera_20,334,Hospital_000__Person_0023,Camera,0.9793216586112976,1,0.9575
344,Hospital_000__Person_0023,Camera_22,341,Hospital_000__Person_0023,Camera_09,0.9939257502555847,1,0.9827786377708978
345,Hospital_000__Person_0023,Camera_23,1402,Warehouse_016__FourierGR1T2_0352,Camera_09,0.8216241002082825,0,0.1600839795447468
346,Hospital_000__Person_0023,Camera_24,341,Hospital_000__Person_0023,Camera_09,0.9903584122657776,1,0.9583333333333333
347,Hospital_000__Person_0023,Camera_25,334,Hospital_000__Person_0023,Camera,0.8940514922142029,1,0.8608842899978583
348,Hospital_000__Person_0023,Camera_26,339,Hospital_000__Person_0023,Camera_06,0.981846809387207,1,0.9659803921568628
349,Hospital_000__Person_0023,Camera_27,340,Hospital_000__Person_0023,Camera_08,0.9796484708786011,1,0.974537037037037
350,Hospital_000__Person_0023,Camera_31,339,Hospital_000__Person_0023,Camera_06,0.9834141135215759,1,0.9812127976190477
351,Hospital_000__Person_0024,Camera_03,359,Hospital_000__Person_0024,Camera_26,0.979971706867218,1,0.9888888888888892
352,Hospital_000__Person_0024,Camera_04,360,Hospital_000__Person_0024,Camera_27,0.9582798480987549,1,0.9888888888888889
353,Hospital_000__Person_0024,Camera_05,357,Hospital_000__Person_0024,Camera_22,0.9819350838661194,1,0.9241622574955909
354,Hospital_000__Person_0024,Camera_08,356,Hospital_000__Person_0024,Camera_19,0.965522825717926,1,1.0
355,Hospital_000__Person_0024,Camera_18,354,Hospital_000__Person_0024,Camera_08,0.9594054818153381,1,0.9598765432098766
356,Hospital_000__Person_0024,Camera_19,360,Hospital_000__Person_0024,Camera_27,0.9864477515220642,1,1.0
357,Hospital_000__Person_0024,Camera_22,359,Hospital_000__Person_0024,Camera_26,0.9832026958465576,1,0.9888888888888892
358,Hospital_000__Person_0024,Camera_24,359,Hospital_000__Person_0024,Camera_26,0.9792279005050659,1,0.9722222222222223
359,Hospital_000__Person_0024,Camera_26,357,Hospital_000__Person_0024,Camera_22,0.9832026958465576,1,0.9797979797979799
360,Hospital_000__Person_0024,Camera_27,356,Hospital_000__Person_0024,Camera_19,0.9864477515220642,1,1.0000000000000002
361,Hospital_000__Person_0025,Camera,373,Hospital_000__Person_0025,Camera_24,0.9709683060646057,1,1.0
362,Hospital_000__Person_0025,Camera_03,367,Hospital_000__Person_0025,Camera_09,0.983763575553894,1,1.0
363,Hospital_000__Person_0025,Camera_04,361,Hospital_000__Person_0025,Camera,0.950490415096283,1,1.0
364,Hospital_000__Person_0025,Camera_05,371,Hospital_000__Person_0025,Camera_22,0.9740875959396362,1,1.0
365,Hospital_000__Person_0025,Camera_06,367,Hospital_000__Person_0025,Camera_09,0.9828886389732361,1,0.9691876750700279
366,Hospital_000__Person_0025,Camera_08,369,Hospital_000__Person_0025,Camera_19,0.9725848436355591,1,1.0
367,Hospital_000__Person_0025,Camera_09,362,Hospital_000__Person_0025,Camera_03,0.983763575553894,1,1.0
368,Hospital_000__Person_0025,Camera_18,374,Hospital_000__Person_0025,Camera_26,0.9544112682342529,1,1.0
369,Hospital_000__Person_0025,Camera_19,371,Hospital_000__Person_0025,Camera_22,0.9807515144348145,1,1.0
370,Hospital_000__Person_0025,Camera_20,361,Hospital_000__Person_0025,Camera,0.9649872779846191,1,0.9958333333333333
371,Hospital_000__Person_0025,Camera_22,373,Hospital_000__Person_0025,Camera_24,0.9858520030975342,1,1.0
372,Hospital_000__Person_0025,Camera_23,361,Hospital_000__Person_0025,Camera,0.9547181129455566,1,0.9759432234432235
373,Hospital_000__Person_0025,Camera_24,371,Hospital_000__Person_0025,Camera_22,0.9858520030975342,1,1.0
374,Hospital_000__Person_0025,Camera_26,376,Hospital_000__Person_0025,Camera_31,0.9767129421234131,1,1.0
375,Hospital_000__Person_0025,Camera_27,369,Hospital_000__Person_0025,Camera_19,0.9679992198944092,1,1.0
376,Hospital_000__Person_0025,Camera_31,374,Hospital_000__Person_0025,Camera_26,0.9767129421234131,1,0.9958333333333333
377,Hospital_000__Person_0026,Camera,378,Hospital_000__Person_0026,Camera_01,0.9804790019989014,1,0.9152777777777777
378,Hospital_000__Person_0026,Camera_01,377,Hospital_000__Person_0026,Camera,0.9804790019989014,1,0.9231182795698925
379,Hospital_000__Person_0026,Camera_03,386,Hospital_000__Person_0026,Camera_22,0.9868754744529724,1,0.9192573402417962
380,Hospital_000__Person_0026,Camera_04,120,Hospital_000__Person_0008,Camera_20,0.7744004130363464,0,0.02421423852275975
381,Hospital_000__Person_0026,Camera_05,382,Hospital_000__Person_0026,Camera_06,0.9887688755989075,1,0.9221915285451195
382,Hospital_000__Person_0026,Camera_06,381,Hospital_000__Person_0026,Camera_05,0.9887688755989075,1,0.9228778467908904
383,Hospital_000__Person_0026,Camera_08,389,Hospital_000__Person_0026,Camera_27,0.9062526226043701,1,0.9199239956568948
384,Hospital_000__Person_0026,Camera_09,385,Hospital_000__Person_0026,Camera_20,0.9913462400436401,1,0.9227642276422764
385,Hospital_000__Person_0026,Camera_20,384,Hospital_000__Person_0026,Camera_09,0.9913462400436401,1,0.9215210355987055
386,Hospital_000__Person_0026,Camera_22,379,Hospital_000__Person_0026,Camera_03,0.9868754744529724,1,0.8820237423538158
387,Hospital_000__Person_0026,Camera_24,388,Hospital_000__Person_0026,Camera_26,0.9816258549690247,1,0.9204834605597965
388,Hospital_000__Person_0026,Camera_26,387,Hospital_000__Person_0026,Camera_24,0.9816258549690247,1,0.9207482993197279
389,Hospital_000__Person_0026,Camera_27,383,Hospital_000__Person_0026,Camera_08,0.9062526226043701,1,0.9206192358366271
390,Hospital_000__Person_0027,Camera,391,Hospital_000__Person_0027,Camera_01,0.972899317741394,1,0.8949422372499294
391,Hospital_000__Person_0027,Camera_01,390,Hospital_000__Person_0027,Camera,0.972899317741394,1,0.9575596816976124
392,Hospital_000__Person_0027,Camera_03,400,Hospital_000__Person_0027,Camera_24,0.9770410656929016,1,0.9999999999999998
393,Hospital_000__Person_0027,Camera_05,396,Hospital_000__Person_0027,Camera_09,0.9929223656654358,1,1.0
394,Hospital_000__Person_0027,Camera_06,393,Hospital_000__Person_0027,Camera_05,0.9910393953323364,1,0.9999999999999998
395,Hospital_000__Person_0027,Camera_08,394,Hospital_000__Person_0027,Camera_06,0.8977014422416687,1,1.0
396,Hospital_000__Person_0027,Camera_09,393,Hospital_000__Person_0027,Camera_05,0.9929223656654358,1,0.9999999999999998
397,Hospital_000__Person_0027,Camera_20,393,Hospital_000__Person_0027,Camera_05,0.9928362965583801,1,0.9999999999999998
398,Hospital_000__Person_0027,Camera_22,394,Hospital_000__Person_0027,Camera_06,0.9582570195198059,1,0.9774161735700195
399,Hospital_000__Person_0027,Camera_23,390,Hospital_000__Person_0027,Camera,0.9650766253471375,1,0.8459170063448136
400,Hospital_000__Person_0027,Camera_24,392,Hospital_000__Person_0027,Camera_03,0.9770410656929016,1,0.9774161735700195
401,Hospital_000__Person_0027,Camera_26,398,Hospital_000__Person_0027,Camera_22,0.958230197429657,1,0.9593120554659014
402,Hospital_000__Person_0027,Camera_27,400,Hospital_000__Person_0027,Camera_24,0.7805514335632324,1,0.8709195216548156
403,Hospital_000__Person_0027,Camera_31,401,Hospital_000__Person_0027,Camera_26,0.8658621907234192,1,0.778018710680001
404,Hospital_000__Person_0028,Camera,405,Hospital_000__Person_0028,Camera_01,0.9827982187271118,1,0.815001024616409
405,Hospital_000__Person_0028,Camera_01,404,Hospital_000__Person_0028,Camera,0.9827982187271118,1,0.9294871794871793
406,Hospital_000__Person_0028,Camera_03,411,Hospital_000__Person_0028,Camera_09,0.9910906553268433,1,0.9267904509283817
407,Hospital_000__Person_0028,Camera_04,410,Hospital_000__Person_0028,Camera_08,0.9043042063713074,1,0.7540644611798457
408,Hospital_000__Person_0028,Camera_05,409,Hospital_000__Person_0028,Camera_06,0.9870303273200989,1,0.8988514711095357
409,Hospital_000__Person_0028,Camera_06,413,Hospital_000__Person_0028,Camera_22,0.9949107766151428,1,0.9267904509283817
410,Hospital_000__Person_0028,Camera_08,417,Hospital_000__Person_0028,Camera_27,0.9889126420021057,1,0.9436726734803658
411,Hospital_000__Person_0028,Camera_09,409,Hospital_000__Person_0028,Camera_06,0.9917187690734863,1,0.9331501831501829
412,Hospital_000__Person_0028,Camera_20,415,Hospital_000__Person_0028,Camera_24,0.9851711392402649,1,0.9587912087912087
413,Hospital_000__Person_0028,Camera_22,409,Hospital_000__Person_0028,Camera_06,0.9949107766151428,1,0.9245926487305796
414,Hospital_000__Person_0028,Camera_23,404,Hospital_000__Person_0028,Camera,0.9696386456489563,1,0.8505040397008721
415,Hospital_000__Person_0028,Camera_24,409,Hospital_000__Person_0028,Camera_06,0.9944766163825989,1,0.9601139601139599
416,Hospital_000__Person_0028,Camera_26,413,Hospital_000__Person_0028,Camera_22,0.9787155985832214,1,0.8840003393353268
417,Hospital_000__Person_0028,Camera_27,410,Hospital_000__Person_0028,Camera_08,0.9889126420021057,1,0.963782051282051
418,Hospital_000__Person_0029,Camera_02,422,Hospital_000__Person_0029,Camera_13,0.915363073348999,1,0.5783983688508576
419,Hospital_000__Person_0029,Camera_03,427,Hospital_000__Person_0029,Camera_24,0.9351202845573425,1,0.8142298938563792
420,Hospital_000__Person_0029,Camera_10,431,Hospital_000__Person_0029,Camera_30,0.9628942608833313,1,0.9730769230769227
421,Hospital_000__Person_0029,Camera_12,420,Hospital_000__Person_0029,Camera_10,0.8596087694168091,1,0.9358579881656803
422,Hospital_000__Person_0029,Camera_13,424,Hospital_000__Person_0029,Camera_17,0.991960346698761,1,0.9265157362147327
423,Hospital_000__Person_0029,Camera_16,428,Hospital_000__Person_0029,Camera_25,0.9947904944419861,1,0.954681517577445
424,Hospital_000__Person_0029,Camera_17,422,Hospital_000__Person_0029,Camera_13,0.991960346698761,1,0.9488161411238332
425,Hospital_000__Person_0029,Camera_21,428,Hospital_000__Person_0029,Camera_25,0.991763710975647,1,0.9645011850894201
426,Hospital_000__Person_0029,Camera_23,428,Hospital_000__Person_0029,Camera_25,0.9900866150856018,1,0.9474358974358972
427,Hospital_000__Person_0029,Camera_24,429,Hospital_000__Person_0029,Camera_28,0.9566712379455566,1,0.8852508602508602
428,Hospital_000__Person_0029,Camera_25,423,Hospital_000__Person_0029,Camera_16,0.9947904944419861,1,0.9562594268476619
429,Hospital_000__Person_0029,Camera_28,424,Hospital_000__Person_0029,Camera_17,0.962777316570282,1,0.9432605855682779
430,Hospital_000__Person_0029,Camera_29,431,Hospital_000__Person_0029,Camera_30,0.9708310961723328,1,0.9626696832579182
431,Hospital_000__Person_0029,Camera_30,425,Hospital_000__Person_0029,Camera_21,0.9828814268112183,1,0.9838264299802761
432,Hospital_000__Person_0030,Camera_03,440,Hospital_000__Person_0030,Camera_24,0.9954140186309814,1,0.9909090909090909
433,Hospital_000__Person_0030,Camera_04,442,Hospital_000__Person_0030,Camera_27,0.987004280090332,1,1.0
434,Hospital_000__Person_0030,Camera_05,441,Hospital_000__Person_0030,Camera_26,0.9012609720230103,1,0.9909090909090909
435,Hospital_000__Person_0030,Camera_07,432,Hospital_000__Person_0030,Camera_03,0.9573884010314941,1,0.9833333333333333
436,Hospital_000__Person_0030,Camera_08,437,Hospital_000__Person_0030,Camera_18,0.9873754382133484,1,1.0
437,Hospital_000__Person_0030,Camera_18,436,Hospital_000__Person_0030,Camera_08,0.9873754382133484,1,0.9909090909090909
438,Hospital_000__Person_0030,Camera_19,432,Hospital_000__Person_0030,Camera_03,0.9868767261505127,1,0.9999999999999999
439,Hospital_000__Person_0030,Camera_22,440,Hospital_000__Person_0030,Camera_24,0.9941016435623169,1,0.9999999999999999
440,Hospital_000__Person_0030,Camera_24,432,Hospital_000__Person_0030,Camera_03,0.9954140186309814,1,0.9999999999999999
441,Hospital_000__Person_0030,Camera_26,439,Hospital_000__Person_0030,Camera_22,0.9763532876968384,1,0.9999999999999999
442,Hospital_000__Person_0030,Camera_27,433,Hospital_000__Person_0030,Camera_04,0.987004280090332,1,0.9999999999999999
443,Hospital_000__Person_0031,Camera_03,451,Hospital_000__Person_0031,Camera_24,0.949737548828125,1,0.9866452991452993
444,Hospital_000__Person_0031,Camera_04,447,Hospital_000__Person_0031,Camera_16,0.9821613430976868,1,1.0
445,Hospital_000__Person_0031,Camera_07,450,Hospital_000__Person_0031,Camera_23,0.9814931750297546,1,1.0
446,Hospital_000__Person_0031,Camera_10,447,Hospital_000__Person_0031,Camera_16,0.9709871411323547,1,0.9935897435897437
447,Hospital_000__Person_0031,Camera_16,444,Hospital_000__Person_0031,Camera_04,0.9821613430976868,1,1.0
448,Hospital_000__Person_0031,Camera_19,443,Hospital_000__Person_0031,Camera_03,0.9483509659767151,1,0.7481036324786324
449,Hospital_000__Person_0031,Camera_21,450,Hospital_000__Person_0031,Camera_23,0.9928513765335083,1,1.0
450,Hospital_000__Person_0031,Camera_23,449,Hospital_000__Person_0031,Camera_21,0.9928513765335083,1,1.0
451,Hospital_000__Person_0031,Camera_24,443,Hospital_000__Person_0031,Camera_03,0.949737548828125,1,1.0
452,Hospital_000__Person_0031,Camera_25,454,Hospital_000__Person_0031,Camera_29,0.9783337712287903,1,1.0
453,Hospital_000__Person_0031,Camera_28,451,Hospital_000__Person_0031,Camera_24,0.9474616050720215,1,1.0
454,Hospital_000__Person_0031,Camera_29,452,Hospital_000__Person_0031,Camera_25,0.9783337712287903,1,1.0
455,Hospital_000__Person_0031,Camera_30,454,Hospital_000__Person_0031,Camera_29,0.9653348922729492,1,0.988095238095238
456,Hospital_000__Person_0032,Camera_03,466,Hospital_000__Person_0032,Camera_26,0.971526026725769,1,1.0
457,Hospital_000__Person_0032,Camera_04,463,Hospital_000__Person_0032,Camera_19,0.9570473432540894,1,1.0
458,Hospital_000__Person_0032,Camera_05,465,Hospital_000__Person_0032,Camera_24,0.9760213494300842,1,1.0
459,Hospital_000__Person_0032,Camera_07,462,Hospital_000__Person_0032,Camera_18,0.9519839882850647,1,1.0
460,Hospital_000__Person_0032,Camera_08,467,Hospital_000__Person_0032,Camera_27,0.9656205773353577,1,1.0
